data,volume,price,open,high,low,close,diff,times,result,Prediction_Result
108/02/20,31887710,7430197670,231.5,234.5,231.0,234.5,+5.50,14241,1,0.5409181636726547
108/02/21,34013489,8013908284,235.5,236.5,234.5,236.5,+2.00,11443,1,0.27345309381237526
108/02/22,22032163,5187054985,235.5,236.5,234.0,236.5,0.00,6913,0,0.780439121756487
108/02/25,25227138,5995746054,237.5,239.0,236.0,238.0,+1.50,8527,1,0.6926147704590818
108/02/26,24586789,5864298571,239.0,240.0,236.5,239.5,+1.50,7994,1,0.8063872255489022
108/02/27,37947889,9052540803,238.5,239.5,237.0,239.0,-0.50,9931,0,0.6347305389221557
108/03/04,45164513,10691130829,239.5,239.5,234.5,235.5,-3.50,13323,0,0.5848303393213573
108/03/05,23708407,5533050748,234.0,234.5,232.5,233.0,-2.50,8706,0,0.8642714570858283
108/03/06,20811226,4872352124,235.0,235.5,233.5,234.0,+1.00,7090,1,0.7844311377245509
108/03/07,17226192,4029782428,235.0,235.0,233.0,234.0,0.00,5768,0,0.3812375249500998
108/03/08,22535659,5183171608,231.0,231.5,229.0,230.0,-4.00,8931,0,0.7285429141716567
108/03/11,34282793,7835079913,228.0,230.5,227.5,230.5,+0.50,7451,1,0.4291417165668663
108/03/12,23839972,5601351324,233.0,237.0,232.5,235.5,+5.00,9253,1,0.6327345309381237
108/03/13,22493195,5308051755,234.0,237.0,234.0,237.0,+1.50,6269,1,0.6027944111776448
108/03/14,17281356,4077045380,239.0,239.0,234.0,234.5,-2.50,6564,0,0.4411177644710579
108/03/15,34542729,8231572752,237.0,239.5,235.5,239.0,+4.50,8872,1,0.48902195608782434
108/03/18,27040532,6493129050,239.5,241.0,239.0,241.0,+2.00,10690,1,0.6506986027944112
108/03/19,14620009,3496720720,239.0,240.5,238.0,240.5,-0.50,7105,0,0.5049900199600799
108/03/20,23055971,5563557011,242.0,242.0,239.5,242.0,+1.50,6757,1,0.7285429141716567
108/03/21,27514502,6710510004,242.5,245.5,241.0,245.5,+3.50,11071,1,0.6007984031936128
108/03/22,22996467,5680726299,248.0,248.5,244.5,248.5,+3.00,10485,1,0.40718562874251496
108/03/25,19273254,4662705968,240.5,243.5,240.5,241.5,-7.00,8468,0,0.6207584830339321
108/03/26,21053170,5109273236,243.0,244.0,241.0,244.0,+2.50,6630,1,0.5948103792415169
108/03/27,23622089,5703467700,242.0,242.5,240.5,241.5,-2.50,7603,0,0.6686626746506986
108/03/28,13998054,3379510718,240.5,242.5,240.0,242.0,+0.50,3948,1,0.2435129740518962
108/03/29,31024810,7568601014,243.0,245.5,240.5,245.5,+3.50,6712,1,0.562874251497006
108/04/01,35330656,8758161220,251.0,251.0,245.0,245.5,0.00,13292,0,0.7345309381237525
108/04/02,25189053,6226523038,249.5,249.5,246.0,246.0,+0.50,9171,1,0.36726546906187624
108/04/03,28581323,7075597562,249.0,249.0,246.5,246.5,+0.50,8067,1,0.42115768463073855
108/04/08,46426821,11682512762,251.0,253.0,250.5,253.0,+6.50,16430,1,0.6367265469061876
108/04/09,22745674,5760337782,253.0,254.0,252.0,254.0,+1.00,8323,1,0.39520958083832336
108/04/10,33174934,8403528302,253.0,254.5,252.0,254.0,0.00,9992,0,0.48902195608782434
108/04/11,25146840,6347861680,253.0,254.0,251.5,252.0,-2.00,8284,0,0.34930139720558884
108/04/12,13888148,3496444666,251.5,253.0,251.0,252.0,0.00,4931,0,0.18962075848303392
108/04/15,17257002,4403988510,255.0,256.0,254.0,255.5,+3.50,6739,1,0.4630738522954092
108/04/16,20231648,5185697928,257.0,257.0,255.5,257.0,+1.50,7676,1,0.2894211576846307
108/04/17,39037191,10202504410,260.0,263.0,259.5,261.5,+4.50,13486,1,0.5129740518962076
108/04/18,48525490,12836006732,264.0,266.0,263.5,264.5,+3.00,12208,1,0.4590818363273453
108/04/19,47698699,12712409558,269.0,269.5,263.5,264.5,0.00,14431,0,0.5029940119760479
108/04/22,24967393,6635995145,266.5,267.5,265.0,266.0,+1.50,8527,1,0.37325349301397204
108/04/23,26251847,7017363629,266.5,268.0,266.0,268.0,+2.00,9394,1,0.43912175648702595
108/04/24,37386755,10044241090,270.0,270.0,267.5,269.0,+1.00,9687,1,0.5109780439121756
108/04/25,36572455,9800038536,268.5,269.0,267.0,267.5,-1.50,7331,0,0.40119760479041916
108/04/26,51743804,13459329059,262.0,263.0,257.5,260.0,-7.50,16674,0,0.6007984031936128
108/04/29,32651618,8477117257,260.0,262.0,258.5,259.5,-0.50,10407,0,0.5828343313373253
108/04/30,40446419,10484399861,260.0,260.5,258.0,259.0,-0.50,10939,0,0.4151696606786427
108/05/02,27376394,7122135656,261.5,262.5,258.5,259.0,0.00,9110,0,0.43313373253493015
108/05/03,30200246,7940572444,262.0,265.0,260.5,265.0,+6.00,10068,1,0.6147704590818364
108/05/06,33688187,8717053470,260.0,260.0,258.0,259.0,-6.00,12535,0,0.6826347305389222
108/05/07,25686126,6719199455,259.5,263.0,259.0,262.5,+3.50,8339,1,0.3373253493013972
108/05/08,25902364,6750083504,260.0,261.5,259.5,260.0,-2.50,7905,0,0.2894211576846307
108/05/09,34166574,8798140796,259.5,259.5,256.0,256.5,-3.50,10995,0,0.41317365269461076
108/05/10,18868212,4844594484,257.0,259.0,255.0,256.0,-0.50,8009,0,0.3373253493013972
108/05/13,29317535,7374249589,253.0,254.0,249.5,250.5,-5.50,11974,0,0.6626746506986028
108/05/14,45620708,11345067455,247.5,251.0,245.0,248.5,-2.00,14283,0,0.6506986027944112
108/05/15,37223479,9327051888,251.0,252.0,249.0,249.0,+0.50,12041,1,0.5568862275449101
108/05/16,30331519,7520908612,248.5,249.5,246.0,247.0,-2.00,11402,0,0.6107784431137725
108/05/17,40006856,9775372898,249.0,249.0,241.5,241.5,-5.50,15217,0,0.49700598802395207
108/05/20,47097661,11303513908,242.5,243.0,238.0,238.0,-3.50,13099,0,0.4151696606786427
108/05/21,82872775,19418705158,233.5,236.0,232.5,234.0,-4.00,25418,0,0.5788423153692615
108/05/22,36289034,8669172710,236.5,240.5,235.5,238.0,+4.00,14019,1,0.6826347305389222
108/05/23,62258627,14379543985,233.5,233.5,230.0,230.0,-8.00,24974,0,0.4750499001996008
108/05/24,38226789,8866253632,230.0,234.0,230.0,233.0,+3.00,14586,1,0.5588822355289421
108/05/27,37447033,8697538216,234.0,235.0,231.0,231.0,-2.00,13895,0,0.5848303393213573
108/05/28,99322033,22910765567,232.0,232.0,230.5,230.5,-0.50,10122,0,0.2774451097804391
108/05/29,32260236,7385029780,228.0,230.5,227.0,229.5,-1.00,10233,0,0.4111776447105788
108/05/30,40375328,9292745636,230.0,231.5,229.0,231.0,+1.50,8772,1,0.45109780439121755
108/05/31,49163217,11559578381,232.0,237.5,231.0,235.5,+4.50,14365,1,0.500998003992016
108/06/03,36687092,8651389851,235.5,238.5,232.0,238.0,+2.50,8857,1,0.5249500998003992
108/06/04,24443428,5745045809,237.5,238.0,233.0,233.0,-5.00,11779,0,0.5049900199600799
108/06/05,35901584,8461930934,238.0,238.0,234.0,235.0,+2.00,12064,1,0.5948103792415169
108/06/06,34651731,8008768323,231.5,232.0,229.5,232.0,-3.00,14723,0,0.4491017964071856
108/06/10,35521888,8442986620,237.5,240.0,234.5,240.0,+8.00,15588,1,0.6906187624750499
108/06/11,34691670,8448805962,240.0,246.0,239.0,244.5,+4.50,13157,1,0.7504990019960079
108/06/12,30409556,7469805086,244.5,247.5,243.0,246.0,+1.50,11457,1,0.6447105788423154
108/06/13,33731724,8136137708,242.5,244.0,240.0,240.0,-6.00,13552,0,0.6986027944111777
108/06/14,35403556,8396819832,238.5,239.5,236.0,236.0,-4.00,14911,0,0.5069860279441117
108/06/17,51692012,12043369475,231.5,235.0,230.5,233.0,-3.00,20943,0,0.5389221556886228
108/06/18,28798087,6758454612,234.0,235.5,233.0,235.5,+2.50,9681,1,0.5409181636726547
108/06/19,50234372,12181979568,242.5,244.0,240.5,244.0,+8.50,20528,1,0.7085828343313373
108/06/20,39717291,9697726719,242.0,245.5,241.0,245.0,+1.00,13879,1,0.4251497005988024
108/06/21,62136304,15398139830,248.0,248.5,246.0,248.5,+3.50,19049,1,0.7425149700598802
108/06/24,43460507,10476936660,241.0,242.0,240.0,241.0,X0.00,17780,0,0.6626746506986028
108/06/25,29735283,7118002390,241.0,241.5,237.0,238.5,-2.50,11130,0,0.6047904191616766
108/06/26,28770041,6757991717,235.0,236.5,234.0,234.5,-4.00,13535,0,0.5209580838323353
108/06/27,42007834,10063332494,236.0,241.5,236.0,240.5,+6.00,14983,1,0.5109780439121756
108/06/28,28085212,6715488371,241.5,241.5,238.0,239.0,-1.50,8987,0,0.5049900199600799
108/07/01,66370875,16445222750,245.5,250.0,245.0,248.5,+9.50,29551,1,0.6347305389221557
108/07/02,26832202,6671951743,249.5,250.0,247.5,249.0,+0.50,12531,1,0.43313373253493015
108/07/03,29549774,7190777082,244.0,245.0,242.0,242.5,-6.50,16033,0,0.5808383233532934
108/07/04,18691240,4561556160,244.5,245.0,242.5,244.0,+1.50,8565,1,0.37325349301397204
108/07/05,27317074,6624379927,244.5,245.0,241.5,243.0,-1.00,9013,0,0.3093812375249501
108/07/08,29190909,7057462187,240.0,244.5,240.0,242.5,-0.50,10552,0,0.780439121756487
108/07/09,16538987,3998096596,241.5,243.0,240.5,242.0,-0.50,6486,0,0.34530938123752497
108/07/10,23812131,5839691357,243.0,247.0,243.0,247.0,+5.00,12366,1,0.3872255489021956
108/07/11,31296289,7809358257,250.0,250.0,247.5,250.0,+3.00,14360,1,0.6626746506986028
108/07/12,23868432,5984689000,252.0,252.0,249.5,250.5,+0.50,8363,1,0.3772455089820359
108/07/15,34264300,8663129910,251.0,254.5,249.5,254.5,+4.00,12174,1,0.6806387225548902
108/07/16,26141249,6678755679,254.0,256.5,253.5,256.0,+1.50,8994,1,0.3013972055888224
108/07/17,34346648,8686815824,254.0,254.0,251.0,252.0,-4.00,11106,0,0.4810379241516966
108/07/18,20908575,5300082470,252.0,254.5,251.5,254.0,+2.00,8245,1,0.36926147704590817
108/07/19,59879798,15573278932,259.5,261.0,259.0,259.0,+5.00,21827,1,0.5349301397205589
108/07/22,31863639,8385222407,263.0,264.0,262.0,264.0,+5.00,13424,1,0.7644710578842315
108/07/23,29273223,7734089131,265.5,266.5,262.5,264.0,0.00,12791,0,0.6347305389221557
108/07/24,24511039,6484708226,266.5,266.5,263.0,265.0,+1.00,10617,1,0.38323353293413176
108/07/25,30698545,8091922380,264.0,265.0,261.5,265.0,0.00,10643,0,0.6027944111776448
108/07/26,20768071,5434082968,261.0,262.5,261.0,261.0,-4.00,8850,0,0.38922155688622756
108/07/29,18473320,4822762518,260.0,262.0,259.5,261.0,0.00,6681,0,0.42714570858283435
108/07/30,22895612,5975389270,262.5,263.0,260.0,260.0,-1.00,7191,0,0.3413173652694611
108/07/31,36365601,9413416604,260.0,260.0,257.0,259.5,-0.50,10468,0,0.3812375249500998
108/08/01,30107526,7722031382,257.5,257.5,255.5,256.5,-3.00,11372,0,0.499001996007984
108/08/02,54165644,13627068452,252.0,253.5,250.5,251.5,-5.00,18096,0,0.8303393213572854
108/08/05,52835721,13092403583,251.0,252.0,245.5,246.5,-5.00,20136,0,0.7145708582834331
108/08/06,58916879,14440787992,240.0,250.0,240.0,248.5,+2.00,22358,1,0.6467065868263473
108/08/07,29435460,7305272500,250.0,250.5,246.5,248.0,-0.50,11208,0,0.6506986027944112
108/08/08,30140266,7599200564,248.0,254.0,248.0,253.5,+5.50,11228,1,0.592814371257485
108/08/12,24732603,6242935989,254.5,254.5,251.0,251.0,-2.50,8415,0,0.3872255489021956
108/08/13,25045107,6204239476,249.0,249.5,246.5,246.5,-4.50,11377,0,0.37325349301397204
108/08/14,36336703,9142333535,252.5,254.0,249.5,249.5,+3.00,13609,1,0.7524950099800399
108/08/15,28277412,6994442633,247.0,248.5,246.0,248.0,-1.50,10852,0,0.6167664670658682
108/08/16,25696715,6420744887,249.5,252.0,248.0,250.0,+2.00,8994,1,0.3273453093812375
108/08/19,25098514,6326683127,251.5,253.0,250.5,252.0,+2.00,9398,1,0.36926147704590817
108/08/20,20620494,5233263533,254.0,254.5,252.5,254.5,+2.50,8214,1,0.3532934131736527
108/08/21,20269296,5152545480,254.5,255.0,253.0,254.5,0.00,7383,0,0.3033932135728543
108/08/22,22136840,5659296700,257.0,257.5,254.0,254.0,-0.50,8794,0,0.34331337325349304
108/08/23,14772877,3748071178,253.5,254.5,253.0,254.0,0.00,5663,0,0.3193612774451098
108/08/26,31740620,7910873500,249.0,250.5,248.5,248.5,-5.50,13388,0,0.7644710578842315
108/08/27,53664951,13410582151,250.5,251.0,248.5,250.0,+1.50,8939,1,0.5189620758483033
108/08/28,15280882,3852096070,250.5,253.0,250.5,252.0,+2.00,6829,1,0.48502994011976047
108/08/29,20085767,5078703588,253.0,254.0,251.0,254.0,+2.00,6596,1,0.35129740518962077
108/08/30,35299201,9092482858,256.5,259.0,256.0,259.0,+5.00,13703,1,0.6966067864271457
108/09/02,14776854,3800453292,258.0,258.0,256.0,257.5,-1.50,7608,0,0.3652694610778443
108/09/03,26086495,6642868555,256.5,258.0,253.0,254.0,-3.50,11210,0,0.281437125748503
108/09/04,23697733,6081456520,254.0,258.0,254.0,257.5,+3.50,9291,1,0.3273453093812375
108/09/05,49041728,12869665251,263.0,263.0,260.5,263.0,+5.50,22796,1,0.499001996007984
108/09/06,26609515,7016868801,265.0,265.0,263.0,263.5,+0.50,11957,1,0.5049900199600799
108/09/09,17317833,4585545966,265.5,266.0,263.5,265.0,+1.50,8762,1,0.3932135728542914
108/09/10,30019866,7862297242,263.5,264.0,260.5,261.5,-3.50,11831,0,0.6506986027944112
108/09/11,36266015,9508884445,264.0,264.5,260.5,263.0,+1.50,12058,1,0.46107784431137727
108/09/12,38792293,10198483555,265.0,265.0,261.5,262.5,-0.50,8282,0,0.47704590818363274
108/09/16,38913966,10258240252,262.0,265.5,261.5,265.5,+3.00,11120,1,0.4530938123752495
108/09/17,30069844,7979032930,266.5,266.5,264.5,265.0,-0.50,9222,0,0.47704590818363274
108/09/18,51360759,13754334364,267.0,269.5,266.5,267.0,+2.00,17993,1,0.5848303393213573
108/09/19,27165567,7216457755,268.0,268.0,264.0,265.0,X0.00,10194,0,0.5508982035928144
108/09/20,44555865,11785924559,266.0,266.5,264.0,264.0,-1.00,9109,0,0.45109780439121755
108/09/23,14220208,3749146092,264.0,264.0,263.0,264.0,0.00,5647,0,0.3333333333333333
108/09/24,24304943,6419420695,263.5,265.5,262.0,265.0,+1.00,9180,1,0.3413173652694611
108/09/25,23244163,6144037875,262.5,266.0,262.0,266.0,+1.00,7145,1,0.36127744510978044
108/09/26,34128103,9139219995,269.0,269.5,266.5,268.0,+2.00,11861,1,0.6706586826347305
108/09/27,44242817,12021629536,271.5,272.5,271.0,272.0,+4.00,16626,1,0.4870259481037924
108/10/01,75248890,20886838992,273.0,280.5,273.0,280.0,+8.00,26648,1,0.5109780439121756
108/10/02,30572953,8553297334,280.0,281.0,279.0,279.5,-0.50,12294,0,0.6686626746506986
108/10/03,35874864,9891620358,274.0,277.5,274.0,276.5,-3.00,12853,0,0.49500998003992014
108/10/04,35814613,9924872301,279.5,280.0,275.0,276.5,0.00,13780,0,0.5888223552894212
108/10/07,17750230,4944376000,279.0,279.5,277.5,278.0,+1.50,7757,1,0.31137724550898205
108/10/08,39868551,11341522526,283.5,286.5,282.5,286.5,+8.50,16721,1,0.4171656686626746
108/10/09,34895456,9890256397,283.5,286.0,282.0,282.0,-4.50,14567,0,0.5249500998003992
108/10/14,53403517,15508059122,291.5,291.5,288.5,290.0,+8.00,17812,1,0.6047904191616766
108/10/15,54754830,16088110873,293.5,296.0,292.0,293.5,+3.50,15485,1,0.5768463073852296
108/10/16,42917144,12670374493,298.0,298.0,293.5,296.5,+3.00,16650,1,0.4431137724550898
108/10/17,41920938,12296120182,295.0,295.5,292.0,293.5,-3.00,15170,0,0.41317365269461076
108/10/18,45460984,13299843176,293.0,295.5,291.0,293.0,-0.50,18000,0,0.499001996007984
108/10/21,35860365,10389254035,291.0,291.0,288.5,290.0,-3.00,14682,0,0.5748502994011976
108/10/22,26525020,7767636380,292.5,294.0,291.5,294.0,+4.00,10186,1,0.46706586826347307
108/10/23,30382408,8877572772,293.5,293.5,290.5,293.0,-1.00,11753,0,0.6586826347305389
108/10/24,29040827,8488069650,294.5,294.5,291.0,293.0,0.00,10649,0,0.6307385229540918
108/10/25,25082711,7362074526,294.5,294.5,292.5,293.5,+0.50,11064,1,0.5229540918163673
108/10/28,20216561,5958714595,295.0,295.5,294.0,294.5,+1.00,9257,1,0.37325349301397204
108/10/29,37130131,11044649541,297.0,298.5,296.5,298.5,+4.00,14060,1,0.49500998003992014
108/10/30,32370342,9646551600,298.5,299.5,296.5,299.5,+1.00,11084,1,0.5029940119760479
108/10/31,43123514,12921309531,300.0,301.5,298.5,298.5,-1.00,12997,0,0.405189620758483
108/11/01,30216678,8998151212,299.5,299.5,296.5,299.0,+0.50,10241,1,0.5948103792415169
108/11/04,45155671,13767873778,302.5,308.0,301.0,307.0,+8.00,18475,1,0.5229540918163673
108/11/05,32253184,9965563625,307.5,310.5,307.0,310.5,+3.50,13698,1,0.5888223552894212
108/11/06,22149743,6864516290,309.0,311.5,308.0,311.0,+0.50,9660,1,0.44510978043912175
108/11/07,28453659,8769417841,310.0,310.0,306.5,309.0,-2.00,12277,0,0.6087824351297405
108/11/08,26230542,8040782450,308.5,309.0,305.5,305.5,-3.50,12740,0,0.5528942115768463
108/11/11,35285583,10660082266,305.0,305.0,300.0,301.0,-4.50,15246,0,0.5948103792415169
108/11/12,19016708,5774255431,302.5,305.0,302.0,305.0,+4.00,8957,1,0.39520958083832336
108/11/13,18422438,5583245970,303.0,304.0,301.5,304.0,-1.00,6039,0,0.3333333333333333
108/11/14,15734835,4776767840,304.5,305.0,302.0,303.5,-0.50,6219,0,0.2894211576846307
108/11/15,29038445,8891701115,305.5,307.5,304.5,307.0,+3.50,8672,1,0.5049900199600799
108/11/18,18741325,5796331075,308.5,311.0,307.0,311.0,+4.00,8420,1,0.37325349301397204
108/11/19,33096197,10365611120,312.5,315.0,311.0,315.0,+4.00,11121,1,0.49700598802395207
108/11/20,24538973,7681229345,314.0,314.0,312.0,313.5,-1.50,9143,0,0.4491017964071856
108/11/21,30163833,9329845096,309.5,311.0,307.0,311.0,-2.50,11638,0,0.5808383233532934
108/11/22,26492984,8188665024,310.0,310.5,308.0,309.0,-2.00,9407,0,0.45708582834331335
108/11/25,19855177,6133713443,310.5,310.5,307.0,307.0,-2.00,8067,0,0.3373253493013972
108/11/26,101916622,31332308518,310.0,310.5,307.0,307.0,0.00,10321,0,0.32335329341317365
108/11/27,18527648,5732316828,307.5,311.5,307.5,311.0,+4.00,7916,1,0.36327345309381237
108/11/28,19718982,6111322584,310.0,312.0,308.5,309.5,-1.50,9289,0,0.3712574850299401
108/11/29,32423561,9922872967,309.0,309.5,305.0,305.0,-4.50,15368,0,0.5608782435129741
108/12/02,25516807,7844458306,307.0,308.0,306.5,307.5,+2.50,8465,1,0.4491017964071856
108/12/03,27686319,8472595177,305.0,307.0,305.0,307.0,-0.50,9206,0,0.4251497005988024
108/12/04,34911686,10652239802,305.0,306.0,304.0,306.0,-1.00,9989,0,0.48902195608782434
108/12/05,39349842,12240671524,309.0,312.0,309.0,312.0,+6.00,13587,1,0.4870259481037924
108/12/06,18402703,5771010050,315.0,316.0,311.0,313.0,+1.00,8974,1,0.4031936127744511
108/12/09,23556081,7433484496,314.0,316.5,314.0,316.0,+3.00,10583,1,0.48303393213572854
108/12/10,20847594,6540475540,315.0,315.5,312.5,313.5,-2.50,8702,0,0.37924151696606784
108/12/11,34329148,10866410212,314.0,319.0,313.0,319.0,+5.50,11689,1,0.5029940119760479
108/12/12,52801851,17446169339,325.0,334.5,324.0,331.5,+12.50,22555,1,0.5029940119760479
108/12/13,60843939,20697194061,340.0,343.0,338.0,339.0,+7.50,23025,1,0.5129740518962076
108/12/16,48340188,16272523200,336.5,338.5,336.0,336.0,-3.00,16938,0,0.5608782435129741
108/12/17,41428458,14153896438,335.0,345.0,335.0,345.0,+9.00,16808,1,0.4491017964071856
108/12/18,42486841,14594689501,341.5,345.0,341.5,344.5,-0.50,15836,0,0.405189620758483
108/12/19,55667012,18774880620,340.0,342.0,335.0,335.0,X0.00,28105,0,0.5528942115768463
108/12/20,86280459,28483237354,332.0,333.0,328.5,329.0,-6.00,28112,0,0.469061876247505
108/12/23,26911340,8923609754,329.5,334.0,329.5,334.0,+5.00,12310,1,0.530938123752495
108/12/24,13783907,4591661991,334.0,334.5,332.0,332.0,-2.00,7887,0,0.36127744510978044
108/12/25,12262954,4075131136,332.0,334.5,331.0,333.0,+1.00,7597,1,0.3872255489021956
108/12/26,11427884,3803665702,333.0,334.0,331.5,333.0,0.00,6439,0,0.437125748502994
108/12/27,16677806,5624251712,335.0,338.0,335.0,338.0,+5.00,8660,1,0.4151696606786427
108/12/30,21591263,7270827164,338.0,339.0,334.0,334.5,-3.50,10468,0,0.4870259481037924
108/12/31,22950517,7614538961,331.0,333.5,331.0,331.0,-3.50,12253,0,0.5049900199600799
109/01/02,33282120,11224165450,332.5,339.0,332.5,339.0,+8.00,17160,1,0.45109780439121755
109/01/03,42023268,14295651580,344.0,345.0,335.5,339.5,+0.50,20545,1,0.4750499001996008
109/01/06,45677057,15210531318,333.0,334.5,332.0,332.0,-7.50,22944,0,0.47904191616766467
109/01/07,51746181,17053282011,332.5,333.0,326.5,329.5,-2.50,22362,0,0.5029940119760479
109/01/08,37913748,12484410088,325.0,333.0,325.0,329.5,0.00,18228,0,0.5189620758483033
109/01/09,32397504,10890847940,335.0,337.5,333.5,337.5,+8.00,16793,1,0.5528942115768463
109/01/10,27880115,9432320316,340.5,341.0,336.0,339.5,+2.00,13296,1,0.49500998003992014
109/01/13,30663332,10455852739,342.0,342.0,339.0,341.5,+2.00,13457,1,0.6387225548902196
109/01/14,30368993,10488360978,345.5,346.0,344.5,346.0,+4.50,16339,1,0.5988023952095808
109/01/15,54575274,18590754206,345.0,345.0,337.5,340.0,-6.00,20392,0,0.5988023952095808
109/01/16,58217420,19431133895,330.0,336.5,330.0,334.5,-5.50,24721,0,0.5329341317365269
109/01/17,53908097,17977119406,334.0,335.5,332.0,333.0,-1.50,23954,0,0.5189620758483033
109/01/20,35551203,11865436839,334.0,335.5,333.0,333.0,0.00,15095,0,0.5129740518962076
109/01/30,126820049,40734449874,326.0,326.0,316.5,316.5,-16.50,55603,0,0.49500998003992014
109/01/31,62912055,20205365710,323.0,323.5,319.0,320.0,+3.50,22639,1,0.499001996007984
109/02/03,59711849,18782694826,315.0,316.5,312.0,315.0,-5.00,26483,0,0.5049900199600799
109/02/04,52208496,16882411296,319.0,326.0,318.0,325.0,+10.00,22587,1,0.5069860279441117
109/02/05,36601453,11985817083,329.0,329.5,324.5,327.5,+2.50,16656,1,0.4630738522954092
109/02/06,29659094,9803038836,329.5,332.5,329.0,332.5,+5.00,14246,1,0.5608782435129741
109/02/07,30055327,9869903253,330.0,330.5,326.0,328.0,-4.50,13075,0,0.5149700598802395
109/02/10,30814424,10024967927,321.5,328.0,321.0,327.5,-0.50,14825,0,0.5329341317365269
109/02/11,29062935,9629938182,330.5,332.5,330.0,331.5,+4.00,12766,1,0.5229540918163673
